City,Latitude,Longitude,Date,Day,Month,Season,Weekend,MaxTemp,MinTemp,AvgTemp,FeelsLikeMax,FeelsLikeMin,TempCategory,Precipitation,Rainfall,Snowfall,RainCategory,MaxWindSpeed,WindDirection,Humidity,AirPressure,CloudCover,Visibility,DewPoint,Sunrise,Sunset,WeatherCondition,WeatherCode,Temp_Yesterday,Humidity_Yesterday,Rainfall_Yesterday,7DayAvgTemp,7DayAvgHumidity,7DayAvgRainfall,PM2_5,PM10,CO_Level
Islamabad,33.6844,73.0479,1/1/2023,Sunday,1,Winter,1,17,4.7,9.2,14.6,2,Cold,0,0,0,No Rain,10.2,328,67.96,957.52,12.71,0,3.15,2023-01-01T07:12,2023-01-01T17:09,Sunny,0,,,,,,,29,162,0.84
Islamabad,33.6844,73.0479,1/2/2023,Monday,1,Winter,0,15.7,4.1,8.8,13.2,0.9,Cold,0,0,0,No Rain,8.4,318,65.71,958.75,0,0,2.45,2023-01-02T07:12,2023-01-02T17:10,Sunny,0,9.2,67.96,0,,,,109,51,0.67
Islamabad,33.6844,73.0479,1/3/2023,Tuesday,1,Winter,0,16,3.1,8.6,12.8,0,Cold,0,0,0,No Rain,11.7,318,59.92,960.09,0,0,0.91,2023-01-03T07:12,2023-01-03T17:11,Sunny,0,8.8,65.71,0,,,,198,196,1.31
Islamabad,33.6844,73.0479,1/4/2023,Wednesday,1,Winter,0,16.8,3.4,8.7,13.6,-0.2,Cold,0,0,0,No Rain,9.3,315,53.29,960.02,0,0,-1.15,2023-01-04T07:12,2023-01-04T17:12,Sunny,0,8.6,59.92,0,,,,76,140,0.31
Islamabad,33.6844,73.0479,1/5/2023,Thursday,1,Winter,0,17.2,4.7,9.3,14.6,1.6,Cold,0,0,0,No Rain,11.2,338,59.25,960.77,0,0,1.38,2023-01-05T07:12,2023-01-05T17:13,Sunny,0,8.7,53.29,0,,,,88,98,0.44
Islamabad,33.6844,73.0479,1/6/2023,Friday,1,Winter,0,14.6,4.5,9.8,13,1.4,Cold,0,0,0,No Rain,7.1,314,60.17,961.42,88.29,0,2.31,2023-01-06T07:12,2023-01-06T17:13,Cloudy,2,9.3,59.25,0,,,,190,92,1.88
Islamabad,33.6844,73.0479,1/7/2023,Saturday,1,Winter,1,17.1,5.3,10.9,14.5,1.9,Cold,0,0,0,No Rain,11.5,314,55.79,959.67,99.5,0,2.18,2023-01-07T07:13,2023-01-07T17:14,Cloudy,2,9.8,60.17,0,9.328571429,60.29857143,0,199,32,0.39
Islamabad,33.6844,73.0479,1/8/2023,Sunday,1,Winter,1,15.1,7.8,10.9,13.5,4.9,Cold,0.3,0.3,0,Light Rain,9.4,316,65.25,957.56,77.54,0,4.41,2023-01-08T07:13,2023-01-08T17:15,Rainy,1,10.9,55.79,0,9.571428571,59.91142857,0.042857143,182,188,1.75
Islamabad,33.6844,73.0479,1/9/2023,Monday,1,Winter,0,17.7,7.8,11.5,16.1,5.6,Cold,0,0,0,No Rain,11,313,75.21,958.03,71.83,0,7.03,2023-01-09T07:13,2023-01-09T17:16,Cloudy,2,10.9,65.25,0.3,9.957142857,61.26857143,0.042857143,102,117,0.64
Islamabad,33.6844,73.0479,1/10/2023,Tuesday,1,Winter,0,19.4,6.5,12,17.4,3.9,Cold,0,0,0,No Rain,11,308,71,957.33,62.38,0,6.42,2023-01-10T07:12,2023-01-10T17:17,Moderate,3,11.5,75.21,0,10.44285714,62.85142857,0.042857143,155,178,1.84
Islamabad,33.6844,73.0479,1/11/2023,Wednesday,1,Winter,0,12.3,9.5,10.6,10.5,7.4,Cold,14.7,14.7,0,Heavy Rain,13.4,63,78.5,952.55,100,0,6.91,2023-01-11T07:12,2023-01-11T17:18,Rainy,1,12,71,0,10.71428571,66.45285714,2.142857143,33,108,0.91
Islamabad,33.6844,73.0479,1/12/2023,Thursday,1,Winter,0,13.2,6,9.2,11,2,Cold,17.9,17.9,0,Heavy Rain,17.9,57,83.62,952.07,67.71,0,6.52,2023-01-12T07:12,2023-01-12T17:19,Rainy,1,10.6,78.5,14.7,10.7,69.93428571,4.7,52,258,1.56
Islamabad,33.6844,73.0479,1/13/2023,Friday,1,Winter,0,10,3,7,8.4,0.2,Cold,5.8,5.8,0,Light Rain,14.6,328,85.08,952.98,56.08,0,4.6,2023-01-13T07:12,2023-01-13T17:20,Rainy,1,9.2,83.62,17.9,10.3,73.49285714,5.528571429,109,300,0.13
Islamabad,33.6844,73.0479,1/14/2023,Saturday,1,Winter,1,13.4,1.8,7.1,10.4,-1.3,Cold,0,0,0,No Rain,14.1,308,71.29,955.67,0.42,0,1.99,2023-01-14T07:12,2023-01-14T17:20,Sunny,0,7,85.08,5.8,9.757142857,75.70714286,5.528571429,108,295,0.91
Islamabad,33.6844,73.0479,1/15/2023,Sunday,1,Winter,1,14.1,3.9,8,10.7,1,Cold,0,0,0,No Rain,16,311,63.25,953.13,0.46,0,0.97,2023-01-15T07:12,2023-01-15T17:21,Sunny,0,7.1,71.29,0,9.342857143,75.42142857,5.485714286,83,84,0.25
Islamabad,33.6844,73.0479,1/16/2023,Monday,1,Winter,0,13.8,3.8,8,10.6,0.4,Cold,0,0,0,No Rain,14.9,311,59.88,954.69,0,0,0.51,2023-01-16T07:12,2023-01-16T17:22,Sunny,0,8,63.25,0,8.842857143,73.23142857,5.485714286,34,161,1.37
Islamabad,33.6844,73.0479,1/17/2023,Tuesday,1,Winter,0,14.2,2,7.5,10.3,-2.3,Cold,0,0,0,No Rain,13,312,55.38,954.58,4.08,0,-1.31,2023-01-17T07:11,2023-01-17T17:23,Sunny,0,8,59.88,0,8.2,71,5.485714286,119,79,0.71
Islamabad,33.6844,73.0479,1/18/2023,Wednesday,1,Winter,0,15.1,2.6,8.2,12.2,-1.2,Cold,0,0,0,No Rain,11.3,306,55.5,956.81,97.17,0,-0.48,2023-01-18T07:11,2023-01-18T17:24,Cloudy,2,7.5,55.38,0,7.857142857,67.71428571,3.385714286,132,178,1.13
Islamabad,33.6844,73.0479,1/19/2023,Thursday,1,Winter,0,15.4,6.7,10.1,12.4,3.4,Cold,0,0,0,No Rain,9.2,10,48.29,957.57,75.04,0,-0.62,2023-01-19T07:11,2023-01-19T17:25,Cloudy,2,8.2,55.5,0,7.985714286,62.66714286,0.828571429,33,221,1.89
Islamabad,33.6844,73.0479,1/20/2023,Friday,1,Winter,0,14.6,7,9.9,12.5,3.8,Cold,0,0,0,No Rain,11,48,61.04,956.69,61.62,0,2.41,2023-01-20T07:10,2023-01-20T17:26,Moderate,3,10.1,48.29,0,8.4,59.23285714,0,118,30,1.77
Islamabad,33.6844,73.0479,1/21/2023,Saturday,1,Winter,1,12.1,4.6,7.4,9.4,1.6,Cold,4.3,4.3,0,Light Rain,15.7,39,82.12,957.49,40.96,0,4.38,2023-01-21T07:10,2023-01-21T17:27,Rainy,1,9.9,61.04,0,8.442857143,60.78,0.614285714,31,220,1.12
Islamabad,33.6844,73.0479,1/22/2023,Sunday,1,Winter,1,13.8,3.4,7.8,11.8,0.3,Cold,0,0,0,No Rain,9.7,324,73.08,956.16,6.46,0,3.1,2023-01-22T07:10,2023-01-22T17:28,Sunny,0,7.4,82.12,4.3,8.414285714,62.18428571,0.614285714,118,61,0.28
Islamabad,33.6844,73.0479,1/23/2023,Monday,1,Winter,0,14,4.1,8.1,11.2,0.5,Cold,0.5,0.5,0,Light Rain,13.6,319,72.75,956.95,13.33,0,3.2,2023-01-23T07:09,2023-01-23T17:29,Rainy,1,7.8,73.08,0,8.428571429,64.02285714,0.685714286,138,104,0.9
Islamabad,33.6844,73.0479,1/24/2023,Tuesday,1,Winter,0,13.2,5.7,8.9,10.9,2.5,Cold,4.4,4.4,0,Light Rain,16.1,345,78.88,953.71,59.62,0,5.27,2023-01-24T07:09,2023-01-24T17:30,Rainy,1,8.1,72.75,0.5,8.628571429,67.38,1.314285714,156,151,0.92
Islamabad,33.6844,73.0479,1/25/2023,Wednesday,1,Winter,0,12.7,5.2,8.7,11.5,2.7,Cold,5.6,5.6,0,Light Rain,14.5,5,81.12,955.48,36.67,0,5.52,2023-01-25T07:08,2023-01-25T17:31,Rainy,1,8.9,78.88,4.4,8.7,71.04,2.114285714,176,214,1.23
Islamabad,33.6844,73.0479,1/26/2023,Thursday,1,Winter,0,15.2,4.4,9,11.6,1.3,Cold,0,0,0,No Rain,16,313,69.21,957.99,1.08,0,3.27,2023-01-26T07:08,2023-01-26T17:32,Sunny,0,8.7,81.12,5.6,8.542857143,74.02857143,2.114285714,71,125,0.74
Islamabad,33.6844,73.0479,1/27/2023,Friday,1,Winter,0,16.8,6.8,10.9,13.1,3.2,Cold,0,0,0,No Rain,16.2,311,55.08,957.4,21.17,0,1.9,2023-01-27T07:07,2023-01-27T17:33,Sunny,0,9,69.21,0,8.685714286,73.17714286,2.114285714,190,97,0.74
Islamabad,33.6844,73.0479,1/28/2023,Saturday,1,Winter,1,16.2,8.1,11.4,14.5,4.1,Cold,0,0,0,No Rain,13.2,309,50.46,953.65,90.79,0,1.34,2023-01-28T07:06,2023-01-28T17:34,Cloudy,2,10.9,55.08,0,9.257142857,68.65428571,1.5,44,117,1.47
Islamabad,33.6844,73.0479,1/29/2023,Sunday,1,Winter,1,15.6,6.7,10.9,12.8,3.3,Cold,3.9,3.9,0,Light Rain,20.8,76,63,951.72,99.88,0,3.94,2023-01-29T07:06,2023-01-29T17:35,Rainy,1,11.4,50.46,0,9.7,67.21428571,2.057142857,88,47,1.59
Islamabad,33.6844,73.0479,1/30/2023,Monday,1,Winter,0,10.5,7,9.2,8.8,4.7,Cold,46.5,46.5,0,Heavy Rain,20.4,54,85.58,957.15,82.62,0,6.88,2023-01-30T07:05,2023-01-30T17:36,Rainy,1,10.9,63,3.9,9.857142857,69.04714286,8.628571429,20,221,1.52
Islamabad,33.6844,73.0479,1/31/2023,Tuesday,1,Winter,0,16.1,6.2,10.9,13.1,3.4,Cold,0,0,0,No Rain,15.5,312,66.96,959.34,15.46,0,4.82,2023-01-31T07:05,2023-01-31T17:37,Sunny,0,9.2,85.58,46.5,10.14285714,67.34428571,8,200,162,1.56
Islamabad,33.6844,73.0479,2/1/2023,Wednesday,2,Winter,0,18,8.9,12.7,14.3,5.1,Cold,0,0,0,No Rain,17.3,312,48.88,957.05,60.42,0,1.86,2023-02-01T07:04,2023-02-01T17:38,Moderate,3,10.9,66.96,0,10.71428571,62.73857143,7.2,140,253,0.6
Islamabad,33.6844,73.0479,2/2/2023,Thursday,2,Winter,0,19.3,10.7,14.3,16.5,7.6,Cold,0,0,0,No Rain,16.9,310,49.12,955.96,81.04,0,3.57,2023-02-02T07:03,2023-02-02T17:39,Cloudy,2,12.7,48.88,0,11.47142857,59.86857143,7.2,180,271,0.47
Islamabad,33.6844,73.0479,2/3/2023,Friday,2,Winter,0,17.3,9.1,13.3,15.6,6.3,Cold,3.3,3.3,0,Light Rain,15,318,61.08,955.21,92.21,0,5.82,2023-02-03T07:02,2023-02-03T17:40,Rainy,1,14.3,49.12,0,11.81428571,60.72571429,7.671428571,153,36,1.42
Islamabad,33.6844,73.0479,2/4/2023,Saturday,2,Winter,1,20.2,9.1,14,17.5,6.8,Cold,0,0,0,No Rain,15.8,311,63.33,953.7,7.75,0,6.8,2023-02-04T07:02,2023-02-04T17:41,Sunny,0,13.3,61.08,3.3,12.18571429,62.56428571,7.671428571,166,201,1
Islamabad,33.6844,73.0479,2/5/2023,Sunday,2,Winter,1,20.3,8.3,13.5,19.2,5.8,Cold,1.8,1.8,0,Light Rain,16.1,325,65.96,951.45,69.42,0,6.78,2023-02-05T07:01,2023-02-05T17:42,Rainy,1,14,63.33,0,12.55714286,62.98714286,7.371428571,79,98,0.88
Islamabad,33.6844,73.0479,2/6/2023,Monday,2,Winter,0,17.7,9.2,12.9,16.4,7.1,Cold,5.4,5.4,0,Light Rain,11.4,357,73.83,953.21,49.75,0,7.97,2023-02-06T07:00,2023-02-06T17:43,Rainy,1,13.5,65.96,1.8,13.08571429,61.30857143,1.5,70,88,0.63
Islamabad,33.6844,73.0479,2/7/2023,Tuesday,2,Winter,0,18.5,8.2,12.4,15.5,5.2,Cold,0,0,0,No Rain,16.2,314,59.5,952.12,0.58,0,4.42,2023-02-07T06:59,2023-02-07T17:44,Sunny,0,12.9,73.83,5.4,13.3,60.24285714,1.5,57,225,0.25
Islamabad,33.6844,73.0479,2/8/2023,Wednesday,2,Winter,0,20.1,6.9,13.3,18.1,3.8,Cold,0.8,0.8,0,Light Rain,10.5,323,56.42,953.2,80.17,0,4.52,2023-02-08T06:59,2023-02-08T17:44,Rainy,1,12.4,59.5,0,13.38571429,61.32,1.614285714,143,237,0.57
Islamabad,33.6844,73.0479,2/9/2023,Thursday,2,Winter,0,14.2,9,11.5,12.6,5.8,Cold,12.9,12.9,0,Heavy Rain,16.6,15,64.08,951.36,70.17,0,4.69,2023-02-09T06:58,2023-02-09T17:45,Rainy,1,13.3,56.42,0.8,12.98571429,63.45714286,3.457142857,98,56,0.65
Islamabad,33.6844,73.0479,2/10/2023,Friday,2,Winter,0,18.4,7.4,11.8,15.1,4.7,Cold,8.3,8.3,0,Light Rain,19.8,317,69.29,950.7,29.62,0,5.78,2023-02-10T06:57,2023-02-10T17:46,Rainy,1,11.5,64.08,12.9,12.77142857,64.63,4.171428571,149,138,1.27
Islamabad,33.6844,73.0479,2/11/2023,Saturday,2,Winter,1,15.5,5.8,10.2,12.7,2.8,Cold,0,0,0,No Rain,11.3,324,58,954.02,6.5,0,1.9,2023-02-11T06:56,2023-02-11T17:47,Sunny,0,11.8,69.29,8.3,12.22857143,63.86857143,4.171428571,150,75,1.65
Islamabad,33.6844,73.0479,2/12/2023,Sunday,2,Winter,1,16.1,4.2,9.9,12,0.2,Cold,0,0,0,No Rain,15.8,318,47.62,958.26,1.58,0,-1.15,2023-02-12T06:55,2023-02-12T17:48,Sunny,0,10.2,58,0,11.71428571,61.24857143,3.914285714,37,157,1.38
Islamabad,33.6844,73.0479,2/13/2023,Monday,2,Winter,0,17.2,6.3,11.2,13.2,2.3,Cold,0,0,0,No Rain,20.1,306,42.96,955.36,24.58,0,-1.26,2023-02-13T06:54,2023-02-13T17:49,Sunny,0,9.9,47.62,0,11.47142857,56.83857143,3.142857143,124,240,1.68
Islamabad,33.6844,73.0479,2/14/2023,Tuesday,2,Winter,0,21.4,7,13.2,19.7,3.5,Cold,0,0,0,No Rain,12.9,309,52.17,954.92,55.46,0,3.37,2023-02-14T06:53,2023-02-14T17:50,Moderate,3,11.2,42.96,0,11.58571429,55.79142857,3.142857143,144,124,1.31
Islamabad,33.6844,73.0479,2/15/2023,Wednesday,2,Winter,0,22.8,9.6,15.8,20.8,6.7,Moderate,0,0,0,No Rain,15.6,314,54.21,953.62,79.92,0,6.28,2023-02-15T06:52,2023-02-15T17:51,Cloudy,2,13.2,52.17,0,11.94285714,55.47571429,3.028571429,189,140,0.56
Islamabad,33.6844,73.0479,2/16/2023,Thursday,2,Winter,0,25.3,12.6,18.6,25.6,9.9,Moderate,0,0,0,No Rain,10.9,313,54.88,954.91,98.58,0,9.05,2023-02-16T06:51,2023-02-16T17:52,Cloudy,2,15.8,54.21,0,12.95714286,54.16142857,1.185714286,60,70,0.6
Islamabad,33.6844,73.0479,2/17/2023,Friday,2,Winter,0,24.7,12.8,18.7,25,10.7,Moderate,0,0,0,No Rain,7.6,318,58,956.5,98.71,0,10.04,2023-02-17T06:50,2023-02-17T17:53,Cloudy,2,18.6,54.88,0,13.94285714,52.54857143,0,20,132,0.69
Islamabad,33.6844,73.0479,2/18/2023,Saturday,2,Winter,1,24.8,13.1,18.4,24,11,Moderate,0,0,0,No Rain,8.7,322,53.71,954.95,82.29,0,8.35,2023-02-18T06:49,2023-02-18T17:54,Cloudy,2,18.7,58,0,15.11428571,51.93571429,0,117,158,1.27
Islamabad,33.6844,73.0479,2/19/2023,Sunday,2,Winter,1,24.4,13.3,18.1,23.2,10.8,Moderate,0,0,0,No Rain,11.2,64,48.71,953.65,99.38,0,7,2023-02-19T06:48,2023-02-19T17:55,Cloudy,2,18.4,53.71,0,16.28571429,52.09142857,0,133,279,1.49
Islamabad,33.6844,73.0479,2/20/2023,Monday,2,Winter,0,18,11.6,15,16.3,10.1,Cold,14,14,0,Heavy Rain,18,38,69.12,951.92,45.54,0,9.35,2023-02-20T06:47,2023-02-20T17:56,Rainy,1,18.1,48.71,0,16.82857143,55.82857143,2,141,55,1.43
Islamabad,33.6844,73.0479,2/21/2023,Tuesday,2,Winter,0,23.4,9.8,15.6,21.7,7.5,Moderate,0,0,0,No Rain,11.8,317,63.42,952.8,0.12,0,8.22,2023-02-21T06:46,2023-02-21T17:56,Sunny,0,15,69.12,14,17.17142857,57.43571429,2,78,190,1.24
Islamabad,33.6844,73.0479,2/22/2023,Wednesday,2,Winter,0,22.9,10.9,16.6,21.4,8.4,Moderate,0,0,0,No Rain,9.2,347,49.08,953.68,29.88,0,5.26,2023-02-22T06:44,2023-02-22T17:57,Sunny,0,15.6,63.42,0,17.28571429,56.70285714,2,28,238,1.64
Islamabad,33.6844,73.0479,2/23/2023,Thursday,2,Winter,0,23.2,10,16.3,20,6.7,Moderate,0,0,0,No Rain,19.7,315,43.38,953.74,29.62,0,3.27,2023-02-23T06:43,2023-02-23T17:58,Sunny,0,16.6,49.08,0,16.95714286,55.06,2,64,89,0.87
Islamabad,33.6844,73.0479,2/24/2023,Friday,2,Winter,0,25.1,10.9,17.7,23.5,8.1,Moderate,0,0,0,No Rain,11.5,317,42.75,954.84,61.54,0,4.33,2023-02-24T06:42,2023-02-24T17:59,Moderate,3,16.3,43.38,0,16.81428571,52.88142857,2,172,158,2
Islamabad,33.6844,73.0479,2/25/2023,Saturday,2,Winter,1,24.9,11.8,18,23,8.3,Moderate,0.4,0.4,0,Light Rain,25.4,323,39.25,956.5,46.46,0,3.34,2023-02-25T06:41,2023-02-25T18:00,Rainy,1,17.7,42.75,0,16.75714286,50.81571429,2.057142857,124,47,0.77
Islamabad,33.6844,73.0479,2/26/2023,Sunday,2,Winter,1,20.5,11.7,15.5,19.4,9.8,Moderate,7.1,7.1,0,Light Rain,17.6,31,65.46,959.38,49.54,0,8.81,2023-02-26T06:40,2023-02-26T18:01,Rainy,1,18,39.25,0.4,16.38571429,53.20857143,3.071428571,54,99,0.7
Islamabad,33.6844,73.0479,2/27/2023,Monday,2,Winter,0,23.9,11.2,17.1,21.7,9.2,Moderate,0,0,0,No Rain,12.2,316,48.79,958.55,29.38,0,5.55,2023-02-27T06:39,2023-02-27T18:02,Sunny,0,15.5,65.46,7.1,16.68571429,50.30428571,1.071428571,38,153,1.08
Islamabad,33.6844,73.0479,2/28/2023,Tuesday,2,Winter,0,21.4,12.7,16,20.2,10.1,Moderate,0,0,0,No Rain,13,36,51.29,958.91,99.04,0,5.63,2023-02-28T06:38,2023-02-28T18:02,Cloudy,2,17.1,48.79,0,16.74285714,48.57142857,1.071428571,73,232,1.73
Islamabad,33.6844,73.0479,3/1/2023,Wednesday,3,Spring,0,21,11.1,15.8,20.2,9.5,Moderate,3.6,3.6,0,Light Rain,13.5,13,62.25,960.85,95.17,0,8.23,2023-03-01T06:36,2023-03-01T18:03,Rainy,1,16,51.29,0,16.62857143,50.45285714,1.585714286,71,116,1.18
Islamabad,33.6844,73.0479,3/2/2023,Thursday,3,Spring,0,18.7,11.8,14.8,18.8,11.5,Cold,15.7,15.7,0,Heavy Rain,11.3,353,79.38,961.01,87.04,0,11.1,2023-03-02T06:35,2023-03-02T18:04,Rainy,1,15.8,62.25,3.6,16.41428571,55.59571429,3.828571429,21,198,1.43
Islamabad,33.6844,73.0479,3/3/2023,Friday,3,Spring,0,22.6,10.4,16,22,9.2,Moderate,0,0,0,No Rain,10.7,310,69.25,960.69,80.71,0,9.86,2023-03-03T06:34,2023-03-03T18:05,Cloudy,2,14.8,79.38,15.7,16.17142857,59.38142857,3.828571429,109,96,1.42
Islamabad,33.6844,73.0479,3/4/2023,Saturday,3,Spring,1,24.4,12.7,17.8,24.1,10.7,Moderate,0,0,0,No Rain,12.4,321,53.88,959.44,59.21,0,7.85,2023-03-04T06:33,2023-03-04T18:06,Moderate,3,16,69.25,0,16.14285714,61.47142857,3.771428571,150,201,0.97
Islamabad,33.6844,73.0479,3/5/2023,Sunday,3,Spring,1,24.9,13.4,18.3,23.5,10.7,Moderate,0,0,0,No Rain,11.7,336,49.92,959.21,23.29,0,7.02,2023-03-05T06:31,2023-03-05T18:07,Sunny,0,17.8,53.88,0,16.54285714,59.25142857,2.757142857,28,235,1.37
Islamabad,33.6844,73.0479,3/6/2023,Monday,3,Spring,0,25.7,12.6,19,23.6,9.9,Moderate,0,0,0,No Rain,13.5,315,40.58,956.32,24.5,0,4.77,2023-03-06T06:30,2023-03-06T18:07,Sunny,0,18.3,49.92,0,16.81428571,58.07857143,2.757142857,181,154,0.65
Islamabad,33.6844,73.0479,3/7/2023,Tuesday,3,Spring,0,26.7,13.6,19.2,24.9,11,Moderate,0,0,0,No Rain,12.5,332,39.92,955.85,1.46,0,4.38,2023-03-07T06:29,2023-03-07T18:08,Sunny,0,19,40.58,0,17.27142857,56.45428571,2.757142857,74,299,0.15
Islamabad,33.6844,73.0479,3/8/2023,Wednesday,3,Spring,0,27.4,12.8,19.7,26.7,9.9,Moderate,0,0,0,No Rain,13,351,40.17,956.39,5.33,0,5.1,2023-03-08T06:27,2023-03-08T18:09,Sunny,0,19.2,39.92,0,17.82857143,53.3,2.242857143,135,162,1.66
Islamabad,33.6844,73.0479,3/9/2023,Thursday,3,Spring,0,27.7,12.8,19.6,27.4,9.7,Moderate,0,0,0,No Rain,12.9,356,42.88,957.03,0.62,0,6.05,2023-03-09T06:26,2023-03-09T18:10,Sunny,0,19.7,40.17,0,18.51428571,48.08571429,0,120,247,0.81
Islamabad,33.6844,73.0479,3/10/2023,Friday,3,Spring,0,27.9,14.9,20.8,26.5,11.9,Moderate,0,0,0,No Rain,12.8,321,37,955.86,34.38,0,5.05,2023-03-10T06:25,2023-03-10T18:11,Moderate,3,19.6,42.88,0,19.2,43.47857143,0,132,196,1.85
Islamabad,33.6844,73.0479,3/11/2023,Saturday,3,Spring,1,29.4,15.5,22.1,29,12.3,Moderate,0,0,0,No Rain,13,7,35.12,955.51,13.96,0,5.52,2023-03-11T06:24,2023-03-11T18:11,Sunny,0,20.8,37,0,19.81428571,40.79857143,0,125,248,0.17
Islamabad,33.6844,73.0479,3/12/2023,Sunday,3,Spring,1,25.2,16.4,20,23.7,15,Moderate,1.1,1.1,0,Light Rain,25.5,344,55.54,956.41,55.21,0,10.63,2023-03-12T06:22,2023-03-12T18:12,Rainy,1,22.1,35.12,0,20.05714286,41.60142857,0.157142857,142,57,1.61
Islamabad,33.6844,73.0479,3/13/2023,Monday,3,Spring,0,28.3,15.6,20.9,26.9,13.2,Moderate,0,0,0,No Rain,15.4,317,45.92,954.65,3.67,0,7.96,2023-03-13T06:21,2023-03-13T18:13,Sunny,0,20,55.54,1.1,20.32857143,42.36428571,0.157142857,78,112,0.59
Islamabad,33.6844,73.0479,3/14/2023,Tuesday,3,Spring,0,29.4,14.9,21.8,27.7,12.7,Moderate,0,0,0,No Rain,14,329,38.71,951.78,34.67,0,6.08,2023-03-14T06:20,2023-03-14T18:14,Moderate,3,20.9,45.92,0,20.7,42.19142857,0.157142857,42,245,1.79
Islamabad,33.6844,73.0479,3/15/2023,Wednesday,3,Spring,0,30.1,16.7,22.7,28.9,14,Moderate,0,0,0,No Rain,13.3,44,33.62,950.1,56.33,0,5.35,2023-03-15T06:18,2023-03-15T18:15,Moderate,3,21.8,38.71,0,21.12857143,41.25571429,0.157142857,60,229,1.3
Islamabad,33.6844,73.0479,3/16/2023,Thursday,3,Spring,0,25.7,16,20.1,24.6,15,Moderate,4.8,4.8,0,Light Rain,13.8,32,55.38,951.98,99.71,0,10.37,2023-03-16T06:17,2023-03-16T18:15,Rainy,1,22.7,33.62,0,21.2,43.04142857,0.842857143,134,94,1.24
Islamabad,33.6844,73.0479,3/17/2023,Friday,3,Spring,0,19.8,13.3,16.2,18.1,12.6,Moderate,3.5,3.5,0,Light Rain,15.5,67,74.58,954.22,87.33,0,11.57,2023-03-17T06:16,2023-03-17T18:16,Rainy,1,20.1,55.38,4.8,20.54285714,48.41,1.342857143,23,182,0.59
Islamabad,33.6844,73.0479,3/18/2023,Saturday,3,Spring,1,24,12,17.1,22.8,11.2,Moderate,1,1,0,Light Rain,15.2,38,67,952.32,47.62,0,10.19,2023-03-18T06:14,2023-03-18T18:17,Rainy,1,16.2,74.58,3.5,19.82857143,52.96428571,1.485714286,82,214,0.54
Islamabad,33.6844,73.0479,3/19/2023,Sunday,3,Spring,1,24.3,12.5,17.9,23.6,11.4,Moderate,0,0,0,No Rain,13.8,336,60.54,950.28,80.5,0,9.55,2023-03-19T06:13,2023-03-19T18:18,Cloudy,2,17.1,67,1,19.52857143,53.67857143,1.328571429,94,193,1.01
Islamabad,33.6844,73.0479,3/20/2023,Monday,3,Spring,0,25.1,12.8,18.5,25.6,11.3,Moderate,0.4,0.4,0,Light Rain,15.9,11,55.04,948.41,23.21,0,8.68,2023-03-20T06:12,2023-03-20T18:18,Rainy,1,17.9,60.54,0,19.18571429,54.98142857,1.385714286,29,127,0.34
Islamabad,33.6844,73.0479,3/21/2023,Tuesday,3,Spring,0,22.7,13.1,16.9,23.3,12.5,Moderate,9.4,9.4,0,Light Rain,12.9,49,72.33,949.68,51.92,0,11.4,2023-03-21T06:10,2023-03-21T18:19,Rainy,1,18.5,55.04,0.4,18.48571429,59.78428571,2.728571429,86,112,0.42
Islamabad,33.6844,73.0479,3/22/2023,Wednesday,3,Spring,0,23.6,12.5,17.7,23.7,11.6,Moderate,0.9,0.9,0,Light Rain,11.8,354,63.5,951.03,63.96,0,10.2,2023-03-22T06:09,2023-03-22T18:20,Rainy,1,16.9,72.33,9.4,17.77142857,64.05285714,2.857142857,94,117,1.92
Islamabad,33.6844,73.0479,3/23/2023,Thursday,3,Spring,0,22.2,13.7,17.1,22.9,12.3,Moderate,6.5,6.5,0,Light Rain,16.4,324,69,950.53,76,0,10.96,2023-03-23T06:08,2023-03-23T18:21,Rainy,1,17.7,63.5,0.9,17.34285714,65.99857143,3.1,192,219,0.86
Islamabad,33.6844,73.0479,3/24/2023,Friday,3,Spring,0,21.4,13,16.3,19.1,12.1,Moderate,4.6,4.6,0,Light Rain,21.2,94,68.54,948.95,100,0,10.24,2023-03-24T06:06,2023-03-24T18:21,Rainy,1,17.1,69,6.5,17.35714286,65.13571429,3.257142857,138,84,1.47
Islamabad,33.6844,73.0479,3/25/2023,Saturday,3,Spring,1,18.4,11,14,17.3,9.9,Cold,21.8,21.8,0,Heavy Rain,15.4,50,83,952.68,80.25,0,11.05,2023-03-25T06:05,2023-03-25T18:22,Rainy,1,16.3,68.54,4.6,16.91428571,67.42142857,6.228571429,24,253,1.11
Islamabad,33.6844,73.0479,3/26/2023,Sunday,3,Spring,1,23.3,9.8,16.8,24,8.5,Moderate,0,0,0,No Rain,13.5,314,61.71,953.1,4.04,0,8.56,2023-03-26T06:04,2023-03-26T18:23,Sunny,0,14,83,21.8,16.75714286,67.58857143,6.228571429,35,143,1.54
Islamabad,33.6844,73.0479,3/27/2023,Monday,3,Spring,0,24.7,11.9,18.4,25,10.3,Moderate,0,0,0,No Rain,9.4,309,58.79,950.93,12.75,0,9.67,2023-03-27T06:02,2023-03-27T18:24,Sunny,0,16.8,61.71,0,16.74285714,68.12428571,6.171428571,58,36,0.11
